vehicle,ts,fuel,ign,speed,n_msg,label,split
V03,2025-11-16 14:25:00,17.747,1.0,77.1,114,0,train
V03,2025-11-16 14:30:00,16.606,1.0,93.51,132,0,train
V03,2025-11-16 14:35:00,16.0,1.0,84.35,123,0,train
V03,2025-11-16 14:40:00,15.864,1.0,85.21,118,0,train
V03,2025-11-16 14:45:00,15.0,1.0,60.6,49,0,train
V03,2025-11-16 14:50:00,0.0,0.0,0.0,1,0,train
V03,2025-11-16 14:55:00,50.845,1.0,43.92,60,2,train
V03,2025-11-16 15:00:00,49.934,1.0,99.35,151,0,train
V03,2025-11-16 15:05:00,49.0,1.0,66.19,97,0,train
V03,2025-11-16 15:10:00,48.29,1.0,77.67,107,0,train
V03,2025-11-16 15:15:00,47.683,1.0,95.33,142,0,train
V03,2025-11-16 15:20:00,47.0,1.0,87.8,117,0,train
V03,2025-11-16 15:25:00,47.0,1.0,69.3,92,0,train
V03,2025-11-16 15:30:00,46.328,1.0,70.31,93,0,train
V03,2025-11-16 15:35:00,45.694,1.0,68.33,81,0,train
V03,2025-11-16 15:40:00,45.0,1.0,32.32,50,0,train
V03,2025-11-16 15:45:00,45.875,1.0,0.0,9,0,train
V03,2025-11-16 15:50:00,46.0,0.5,0.0,2,0,train
V03,2025-11-16 17:10:00,46.0,1.0,0.0,7,0,train
V03,2025-11-16 17:15:00,46.0,1.0,1.35,4,0,train
V03,2025-11-21 00:45:00,0.0,0.0,0.0,1,0,train
V03,2025-11-21 09:25:00,46.0,1.0,0.0,8,0,train
V03,2025-11-21 09:30:00,45.222,1.0,0.0,27,0,train
V03,2025-11-21 09:35:00,45.0,1.0,0.0,24,0,train
V03,2025-11-21 09:40:00,44.0,1.0,0.0,20,0,train
V03,2025-11-21 09:45:00,43.231,1.0,0.0,13,0,train
V03,2025-11-21 09:50:00,42.269,1.0,0.0,26,0,train
V03,2025-11-21 09:55:00,41.25,1.0,0.0,20,0,train
V03,2025-11-21 10:00:00,40.952,1.0,72.77,52,0,train
V03,2025-11-21 10:05:00,40.0,1.0,87.12,119,0,train
V03,2025-11-21 10:10:00,39.398,1.0,82.42,113,0,train
V03,2025-11-21 10:15:00,38.357,1.0,96.32,145,0,train
V03,2025-11-21 10:20:00,37.308,1.0,77.72,107,0,train
V03,2025-11-21 10:25:00,37.0,1.0,96.18,146,0,train
V03,2025-11-21 10:30:00,36.784,1.0,85.05,111,0,train
V03,2025-11-21 10:35:00,36.0,1.0,88.51,124,0,train
V03,2025-11-21 10:40:00,35.603,1.0,87.71,123,0,train
V03,2025-11-21 10:45:00,35.0,1.0,77.76,138,0,train
V03,2025-11-21 10:50:00,34.673,1.0,74.14,108,0,train
V03,2025-11-21 10:55:00,34.0,1.0,75.68,112,0,train
V03,2025-11-21 11:00:00,34.0,1.0,62.52,71,0,train
V03,2025-11-21 11:05:00,33.097,1.0,79.24,116,0,train
V03,2025-11-21 11:10:00,32.156,1.0,78.22,110,0,train
V03,2025-11-21 11:15:00,31.45,1.0,98.9,145,0,train
V03,2025-11-21 11:20:00,31.0,1.0,78.88,109,0,train
V03,2025-11-21 11:25:00,31.0,1.0,92.01,120,0,train
V03,2025-11-21 11:30:00,30.846,1.0,95.74,135,0,train
V03,2025-11-21 11:35:00,30.0,1.0,98.72,148,0,train
V03,2025-11-21 11:40:00,29.152,1.0,93.06,132,0,train
V03,2025-11-21 11:45:00,29.0,1.0,90.4,93,0,train
V03,2025-11-21 11:50:00,28.431,1.0,101.7,152,0,train
V03,2025-11-21 11:55:00,27.198,1.0,91.21,121,0,train
V03,2025-11-21 12:00:00,26.76,1.0,26.84,25,0,train
V03,2025-11-21 12:05:00,26.0,1.0,101.5,148,0,train
V03,2025-11-21 12:10:00,26.0,1.0,82.03,112,0,train
V03,2025-11-21 12:15:00,25.393,1.0,99.07,154,0,train
V03,2025-11-21 12:20:00,24.166,1.0,103.46,151,0,train
V03,2025-11-21 12:25:00,24.0,1.0,90.12,128,0,train
V03,2025-11-21 12:30:00,23.241,1.0,99.46,145,0,train
V03,2025-11-21 12:35:00,23.0,1.0,10.88,26,0,train
V03,2025-11-21 12:40:00,22.163,1.0,97.96,141,0,train
V03,2025-11-21 12:45:00,21.123,1.0,88.39,65,0,train
V03,2025-11-21 12:50:00,20.551,1.0,93.83,138,0,train
V03,2025-11-21 12:55:00,20.327,1.0,99.89,146,0,train
V03,2025-11-21 13:00:00,20.0,1.0,88.05,141,0,train
V03,2025-11-21 13:05:00,19.289,1.0,95.76,135,0,train
V03,2025-11-21 13:10:00,18.295,1.0,72.89,112,0,train
V03,2025-11-21 13:15:00,16.935,1.0,96.94,147,0,train
V03,2025-11-21 13:20:00,16.0,1.0,74.93,109,0,train
V03,2025-11-21 13:25:00,16.0,1.0,64.82,76,0,train
V03,2025-11-21 13:30:00,15.328,1.0,47.55,64,0,train
V03,2025-11-21 13:35:00,15.0,1.0,43.84,65,0,train
V03,2025-11-21 13:40:00,14.257,1.0,18.86,35,0,train
V03,2025-11-21 13:45:00,14.0,1.0,19.3,30,0,train
V03,2025-11-21 13:50:00,13.24,1.0,24.38,50,0,train
V03,2025-11-21 13:55:00,13.0,1.0,3.88,11,0,train
V03,2025-11-21 14:00:00,50.937,1.0,39.61,64,2,train
V03,2025-11-21 14:05:00,50.319,1.0,36.11,69,0,train
V03,2025-11-21 14:10:00,50.0,1.0,15.35,27,0,train
V03,2025-11-21 14:15:00,0.0,0.0,0.0,1,0,train
V03,2025-11-21 14:25:00,50.0,1.0,31.36,16,0,train
V03,2025-11-21 14:30:00,50.0,1.0,33.17,70,0,train
V03,2025-11-21 14:35:00,50.0,1.0,12.48,12,0,train
V03,2025-11-21 14:40:00,0.0,0.0,0.0,1,0,train
V03,2025-11-21 15:25:00,50.0,1.0,0.83,3,0,train
V03,2025-11-21 15:30:00,50.0,1.0,23.11,55,0,train
V03,2025-11-21 15:35:00,50.0,1.0,21.11,51,0,train
V03,2025-11-21 15:40:00,50.0,1.0,25.7,63,0,train
V03,2025-11-21 15:45:00,50.0,1.0,8.53,15,0,train
V03,2025-11-25 02:05:00,0.0,0.0,0.0,1,0,train
V03,2025-11-25 08:20:00,50.0,1.0,1.56,7,0,train
V03,2025-11-25 08:25:00,50.0,1.0,4.85,4,0,train
V03,2025-11-25 08:30:00,0.0,0.0,0.0,1,0,train
V03,2025-11-25 08:50:00,50.0,1.0,4.91,7,0,train
V03,2025-11-25 08:55:00,49.455,1.0,11.96,33,0,train
V03,2025-11-25 09:00:00,49.0,1.0,23.09,49,0,train
V03,2025-11-25 09:05:00,49.0,1.0,26.48,56,0,train
V03,2025-11-25 09:10:00,49.0,1.0,24.68,48,0,train
V03,2025-11-25 09:25:00,49.0,0.976,20.69,41,0,train
V03,2025-11-25 09:30:00,48.306,1.0,9.65,36,0,train
V03,2025-11-25 09:35:00,48.0,1.0,32.3,49,0,train
V03,2025-11-25 09:40:00,48.0,1.0,48.98,72,0,train
V03,2025-11-25 09:45:00,47.242,1.0,52.63,95,0,train
V03,2025-11-25 09:50:00,47.0,1.0,85.45,155,0,train
V03,2025-11-25 09:55:00,46.591,1.0,65.69,110,0,train
V03,2025-11-25 10:00:00,46.0,1.0,64.59,98,0,train
V03,2025-11-25 10:05:00,45.595,1.0,102.36,169,0,train
V03,2025-11-25 10:10:00,44.484,1.0,103.12,146,0,train
V03,2025-11-25 10:15:00,43.766,1.0,81.28,111,0,train
V03,2025-11-25 10:20:00,43.0,1.0,54.54,82,0,train
V03,2025-11-25 10:25:00,42.519,1.0,48.06,77,0,train
V03,2025-11-25 10:30:00,41.91,1.0,98.0,67,0,train
V03,2025-11-25 10:35:00,40.677,1.0,97.96,130,0,train
V03,2025-11-25 10:40:00,40.0,1.0,100.28,147,0,train
V03,2025-11-25 10:45:00,39.287,1.0,100.66,143,0,train
V03,2025-11-25 10:50:00,38.481,1.0,97.35,148,0,train
V03,2025-11-25 10:55:00,37.723,1.0,94.56,137,0,train
V03,2025-11-25 11:00:00,37.0,1.0,97.74,129,0,train
V03,2025-11-25 11:05:00,36.337,1.0,89.9,83,0,train
V03,2025-11-25 11:10:00,35.077,1.0,92.43,104,0,train
V03,2025-11-25 11:15:00,35.0,1.0,77.59,86,0,train
V03,2025-11-25 11:20:00,34.946,1.0,98.61,142,0,train
V03,2025-11-25 11:25:00,34.065,1.0,99.44,141,0,train
V03,2025-11-25 11:30:00,33.775,1.0,81.17,111,0,train
V03,2025-11-25 11:35:00,33.137,1.0,94.22,147,0,train
V03,2025-11-25 11:40:00,32.414,1.0,106.44,152,0,train
V03,2025-11-25 11:45:00,31.586,1.0,103.89,148,0,train
V03,2025-11-25 11:50:00,31.0,1.0,95.22,137,0,train
V03,2025-11-25 11:55:00,31.0,1.0,87.07,128,0,train
V03,2025-11-25 12:00:00,30.881,1.0,66.56,101,0,train
V03,2025-11-25 12:05:00,30.0,1.0,58.53,102,0,train
V03,2025-11-25 12:10:00,29.531,1.0,48.9,81,0,train
V03,2025-11-25 12:15:00,29.0,1.0,14.38,10,0,train
V03,2025-11-25 12:30:00,29.0,0.98,47.12,51,0,train
V03,2025-11-25 12:35:00,28.429,1.0,52.09,89,0,train
V03,2025-11-25 12:40:00,28.0,1.0,61.62,116,0,train
V03,2025-11-25 12:45:00,28.0,1.0,85.74,142,0,train
V03,2025-11-25 12:50:00,27.357,1.0,94.64,140,0,train
V03,2025-11-25 12:55:00,27.0,1.0,101.56,147,0,train
V03,2025-11-25 13:00:00,27.0,1.0,103.78,152,0,train
V03,2025-11-25 13:05:00,26.975,1.0,101.21,150,0,train
V03,2025-11-25 13:10:00,26.068,1.0,82.38,142,0,train
V03,2025-11-25 13:15:00,25.672,1.0,81.27,119,0,train
V03,2025-11-25 13:20:00,24.457,1.0,98.32,140,0,train
V03,2025-11-25 13:25:00,24.0,1.0,91.28,84,0,train
V03,2025-11-25 13:30:00,0.0,0.0,0.0,1,0,train
V03,2025-11-25 13:35:00,23.198,1.0,94.65,132,0,train
V03,2025-11-25 13:40:00,22.235,1.0,100.53,141,0,train
V03,2025-11-25 13:45:00,21.491,1.0,100.65,148,0,train
V03,2025-11-25 13:50:00,20.349,1.0,101.35,149,0,train
V03,2025-11-25 13:55:00,19.632,1.0,94.99,136,0,train
V03,2025-11-25 14:00:00,19.0,1.0,99.49,142,0,train
V03,2025-11-25 14:05:00,18.642,1.0,99.41,146,0,train
V03,2025-11-25 14:10:00,17.635,1.0,100.79,148,0,train
V03,2025-11-25 14:15:00,17.0,1.0,104.12,151,0,train
V03,2025-11-25 14:20:00,17.0,1.0,95.61,137,0,train
V03,2025-11-25 14:25:00,16.971,1.0,44.03,78,0,train
V03,2025-11-25 14:30:00,17.0,1.0,2.61,14,0,train
V03,2025-11-25 14:35:00,0.0,0.0,0.0,1,0,train
V03,2025-11-25 15:10:00,16.189,1.0,43.53,46,0,train
V03,2025-11-25 15:15:00,16.0,1.0,78.26,109,0,train
V03,2025-11-25 15:20:00,15.96,1.0,97.19,151,0,train
V03,2025-11-25 15:25:00,14.998,1.0,104.97,169,0,train
V03,2025-11-25 15:30:00,14.0,1.0,85.62,152,0,train
V03,2025-11-25 15:35:00,13.87,1.0,77.22,138,0,train
V03,2025-11-25 15:40:00,13.0,1.0,91.32,161,0,train
V03,2025-11-25 15:45:00,12.897,1.0,57.41,116,0,train
V03,2025-11-25 15:50:00,12.0,1.0,17.68,51,0,train
V03,2025-11-25 15:55:00,11.45,1.0,47.66,100,0,train
V03,2025-11-25 16:00:00,11.0,0.981,36.64,53,0,train
V03,2025-11-25 16:05:00,51.165,1.0,19.85,49,2,train
V03,2025-11-25 16:10:00,51.0,1.0,3.17,3,0,train
V03,2025-11-25 16:15:00,0.0,0.0,0.0,1,0,train
V03,2025-11-25 16:45:00,50.586,1.0,26.75,74,0,train
V03,2025-11-25 16:50:00,50.0,1.0,13.22,38,0,train
V03,2025-11-25 16:55:00,50.0,1.0,21.2,58,0,train
V03,2025-11-25 17:00:00,49.9,1.0,3.07,10,0,train
V03,2025-11-25 17:05:00,49.0,1.0,1.2,3,0,train
V03,2025-11-25 17:10:00,46.8,1.0,0.63,6,0,train
V03,2025-12-05 05:20:00,0.0,0.0,0.0,1,0,train
V03,2025-12-05 07:10:00,13.667,1.0,0.0,9,0,train
V03,2025-12-05 07:15:00,13.0,1.0,0.0,13,0,train
V03,2025-12-05 07:20:00,13.0,1.0,0.0,31,0,train
V03,2025-12-05 07:25:00,13.0,1.0,0.0,22,0,train
V03,2025-12-05 07:30:00,13.0,1.0,0.0,6,0,train
V03,2025-12-05 07:40:00,0.0,0.0,0.0,1,0,train
V03,2025-12-05 12:45:00,13.0,1.0,0.0,7,0,train
V03,2025-12-05 12:50:00,13.0,1.0,0.75,42,0,train
V03,2025-12-05 12:55:00,12.462,1.0,7.42,52,0,train
V03,2025-12-05 13:00:00,12.902,1.0,2.4,61,0,train
V03,2025-12-05 13:05:00,12.455,1.0,0.0,33,0,train
V03,2025-12-05 13:10:00,12.0,1.0,0.0,31,0,train
V03,2025-12-05 13:15:00,12.0,0.857,0.0,7,0,train
V03,2025-12-05 13:25:00,12.0,1.0,7.95,51,0,train
V03,2025-12-05 13:30:00,12.0,1.0,0.0,49,0,train
V03,2025-12-05 13:35:00,11.812,1.0,0.0,48,0,train
V03,2025-12-05 13:40:00,11.0,0.979,15.01,47,0,train
V03,2025-12-05 13:45:00,10.821,1.0,30.56,151,0,train
V03,2025-12-05 13:50:00,10.426,1.0,26.01,136,0,train
V03,2025-12-05 13:55:00,10.0,1.0,24.74,157,0,train
V03,2025-12-05 14:00:00,10.0,1.0,21.05,196,0,train
V03,2025-12-05 14:05:00,8.727,1.0,16.23,99,0,train
V03,2025-12-05 14:10:00,8.0,1.0,36.17,151,0,train
V03,2025-12-05 14:15:00,49.0,1.0,27.75,61,2,train
V03,2025-12-05 14:20:00,48.704,1.0,41.79,214,0,train
V03,2025-12-05 14:25:00,48.0,1.0,29.14,247,0,train
V03,2025-12-05 14:30:00,48.0,0.75,0.0,4,0,train
V03,2025-12-05 14:40:00,48.0,1.0,13.14,96,0,train
V03,2025-12-05 14:45:00,47.559,1.0,27.18,177,0,train
V03,2025-12-05 14:50:00,47.0,0.986,16.58,72,0,train
V03,2025-12-05 15:15:00,47.0,1.0,23.14,111,0,train
V03,2025-12-05 15:20:00,47.0,1.0,26.4,152,0,train
V03,2025-12-05 15:25:00,47.0,1.0,20.7,157,0,train
V03,2025-12-05 15:30:00,47.0,1.0,15.38,115,0,train
V03,2025-12-05 15:35:00,47.0,1.0,1.7,3,0,train
V03,2025-12-05 21:40:00,0.0,0.0,0.0,1,0,train
V03,2025-12-09 08:10:00,41.0,1.0,0.35,4,0,train
V03,2025-12-09 08:15:00,41.0,1.0,0.0,3,0,train
V03,2025-12-09 08:20:00,41.0,0.667,0.0,3,0,train
V03,2025-12-09 08:25:00,41.0,1.0,6.79,21,0,train
V03,2025-12-09 08:30:00,40.913,1.0,15.33,23,0,train
V03,2025-12-09 08:35:00,41.0,1.0,0.0,15,0,train
V03,2025-12-09 08:40:00,40.375,1.0,0.0,16,0,train
V03,2025-12-09 08:45:00,40.0,1.0,0.0,9,0,train
V03,2025-12-09 08:50:00,0.0,0.0,97.0,1,0,train
V03,2025-12-09 09:05:00,40.0,1.0,0.0,7,0,train
V03,2025-12-09 09:10:00,40.0,1.0,0.0,11,0,train
V03,2025-12-09 09:15:00,40.0,1.0,0.0,14,0,train
V03,2025-12-09 09:20:00,39.147,1.0,31.06,34,0,train
V03,2025-12-09 09:25:00,38.464,1.0,20.22,28,0,train
V03,2025-12-09 09:30:00,38.0,1.0,5.32,18,0,train
V03,2025-12-09 09:35:00,38.0,1.0,0.0,16,0,train
V03,2025-12-09 09:40:00,37.2,1.0,0.0,10,0,train
V03,2025-12-09 09:45:00,37.0,1.0,36.96,38,0,train
V03,2025-12-09 09:50:00,36.284,1.0,58.83,87,0,train
V03,2025-12-09 09:55:00,36.0,1.0,71.92,100,0,train
V03,2025-12-09 10:00:00,36.0,1.0,69.24,84,0,train
V03,2025-12-09 10:10:00,0.0,0.0,0.0,1,0,train
V03,2025-12-09 10:20:00,36.0,1.0,10.67,41,0,train
V03,2025-12-09 10:25:00,36.0,1.0,77.63,89,0,train
V03,2025-12-09 10:30:00,36.0,1.0,10.96,45,0,train
V03,2025-12-09 10:35:00,36.0,1.0,70.32,101,0,train
V03,2025-12-09 10:40:00,36.0,1.0,67.62,89,0,train
V03,2025-12-09 10:45:00,35.826,1.0,6.87,23,0,train
V03,2025-12-09 10:50:00,35.136,1.0,28.38,22,0,train
V03,2025-12-09 10:55:00,34.857,1.0,56.78,115,0,train
V03,2025-12-09 11:00:00,34.275,1.0,79.89,193,0,train
V03,2025-12-09 11:05:00,33.811,1.0,88.41,103,0,train
V03,2025-12-09 11:10:00,32.981,1.0,67.45,52,0,train
V03,2025-12-09 11:15:00,32.0,1.0,64.31,44,0,train
V03,2025-12-09 11:20:00,32.0,1.0,0.0,16,0,train
V03,2025-12-09 11:25:00,31.538,1.0,0.0,13,0,train
V03,2025-12-09 11:30:00,30.5,1.0,0.0,16,0,train
V03,2025-12-09 11:35:00,29.833,1.0,0.0,12,0,train
V03,2025-12-09 11:40:00,29.0,1.0,0.0,12,0,train
V03,2025-12-09 11:45:00,28.5,1.0,0.0,8,0,train
V03,2025-12-09 11:50:00,28.0,1.0,96.93,92,0,train
V03,2025-12-09 11:55:00,27.203,1.0,42.52,69,0,train
V03,2025-12-09 12:00:00,26.474,1.0,0.0,19,0,train
V03,2025-12-09 12:05:00,25.696,1.0,0.0,23,0,train
V03,2025-12-09 12:10:00,24.484,1.0,55.19,31,0,train
V03,2025-12-09 12:15:00,24.0,1.0,65.74,97,0,train
V03,2025-12-09 12:20:00,23.895,1.0,95.76,114,0,train
V03,2025-12-09 12:25:00,22.631,1.0,96.49,145,0,train
V03,2025-12-09 12:30:00,22.0,1.0,86.17,124,0,train
V03,2025-12-09 12:35:00,21.841,1.0,97.03,138,0,train
V03,2025-12-09 12:40:00,20.562,1.0,103.28,152,0,train
V03,2025-12-09 12:45:00,19.291,1.0,97.14,110,0,train
V03,2025-12-09 12:50:00,18.033,1.0,76.49,126,0,train
V03,2025-12-09 12:55:00,18.0,1.0,73.18,140,0,train
V03,2025-12-09 13:00:00,17.849,1.0,40.8,86,0,train
V03,2025-12-09 13:05:00,17.0,1.0,33.34,43,0,train
V03,2025-12-09 13:10:00,17.0,1.0,7.3,3,0,train
V03,2025-12-09 13:15:00,17.0,1.0,22.67,46,0,train
V03,2025-12-09 13:20:00,16.423,1.0,23.7,56,0,train
V03,2025-12-09 13:25:00,16.0,1.0,58.27,106,0,train
V03,2025-12-09 13:30:00,16.0,1.0,96.55,134,0,train
V03,2025-12-09 13:35:00,15.462,1.0,85.29,106,0,train
V03,2025-12-09 13:40:00,15.0,1.0,73.08,85,0,train
V03,2025-12-09 13:45:00,15.0,0.889,2.09,9,0,train
V03,2025-12-09 13:50:00,51.05,0.952,33.41,21,2,train
V03,2025-12-09 13:55:00,51.221,1.0,94.32,150,2,train
V03,2025-12-09 14:00:00,51.33,1.0,85.07,148,2,train
V03,2025-12-09 14:05:00,51.16,1.0,87.18,121,0,train
V03,2025-12-09 14:10:00,50.18,1.0,96.39,136,0,train
V03,2025-12-09 14:15:00,49.836,1.0,88.85,89,0,train
V03,2025-12-09 14:25:00,49.099,1.0,90.32,112,0,train
V03,2025-12-09 14:30:00,48.384,1.0,93.31,119,0,train
V03,2025-12-09 14:35:00,47.274,1.0,90.06,84,0,train
V03,2025-12-09 14:40:00,46.765,1.0,102.28,149,0,train
V03,2025-12-09 14:45:00,45.763,1.0,94.85,152,0,train
V03,2025-12-09 14:50:00,45.0,1.0,100.62,142,0,train
V03,2025-12-09 14:55:00,44.79,1.0,106.39,159,0,train
V03,2025-12-09 15:00:00,44.0,1.0,99.2,141,0,train
V03,2025-12-09 15:05:00,44.0,1.0,94.06,77,0,train
V03,2025-12-09 15:10:00,43.0,1.0,77.36,25,0,train
V03,2025-12-09 15:15:00,43.0,1.0,23.11,22,0,train
V03,2025-12-09 15:20:00,42.059,1.0,0.0,17,0,train
V03,2025-12-09 15:25:00,42.0,1.0,2.98,22,0,train
V03,2025-12-09 15:30:00,42.0,1.0,2.02,18,0,train
V03,2025-12-09 15:35:00,41.69,1.0,5.78,29,0,train
V03,2025-12-09 15:40:00,41.0,1.0,45.47,44,0,train
V03,2025-12-09 15:45:00,41.0,1.0,72.53,97,0,train
V03,2025-12-09 15:50:00,40.562,1.0,95.11,89,0,train
V03,2025-12-09 15:55:00,40.0,1.0,99.67,161,0,train
V03,2025-12-09 16:00:00,39.808,1.0,87.84,142,0,train
V03,2025-12-09 16:05:00,39.395,1.0,73.66,114,0,train
V03,2025-12-09 16:10:00,39.038,1.0,87.14,125,0,train
V03,2025-12-09 16:15:00,38.919,1.0,51.06,123,0,train
V03,2025-12-09 16:20:00,38.0,1.0,13.79,34,0,train
V03,2025-12-09 16:25:00,37.817,1.0,39.08,60,0,train
V03,2025-12-09 16:30:00,37.0,1.0,35.2,38,0,train
V03,2025-12-09 16:35:00,36.964,1.0,5.02,14,0,train
V03,2025-12-09 16:40:00,0.0,0.0,0.0,1,0,train
V03,2025-12-09 16:50:00,37.0,1.0,18.84,32,0,train
V03,2025-12-09 16:55:00,36.695,1.0,25.35,42,0,train
V03,2025-12-09 17:00:00,36.865,1.0,24.01,52,0,train
V03,2025-12-09 17:05:00,36.529,1.0,4.77,17,0,train
V03,2025-12-09 23:15:00,0.0,0.0,0.0,1,0,train
V03,2025-12-16 07:45:00,18.0,1.0,0.85,6,0,train
V03,2025-12-16 07:50:00,18.0,1.0,14.54,9,0,train
V03,2025-12-16 07:55:00,18.0,1.0,0.93,7,0,train
V03,2025-12-16 08:00:00,17.091,1.0,20.36,33,0,train
V03,2025-12-16 08:05:00,17.0,1.0,0.17,21,0,train
V03,2025-12-16 08:10:00,16.981,1.0,0.0,16,0,train
V03,2025-12-16 08:15:00,16.5,1.0,0.0,12,0,train
V03,2025-12-16 08:20:00,16.0,1.0,0.0,17,0,train
V03,2025-12-16 08:25:00,16.0,1.0,12.61,15,0,train
V03,2025-12-16 08:30:00,16.188,1.0,39.3,48,0,train
V03,2025-12-16 08:35:00,17.0,1.0,64.53,96,0,train
V03,2025-12-16 08:40:00,17.0,1.0,25.16,36,0,train
V03,2025-12-16 08:45:00,17.0,1.0,0.0,1,0,train
V03,2025-12-16 08:50:00,17.0,1.0,0.0,12,0,train
V03,2025-12-16 08:55:00,17.0,1.0,0.0,20,0,train
V03,2025-12-16 09:00:00,16.059,1.0,0.0,17,0,train
V03,2025-12-16 09:05:00,16.0,1.0,21.51,37,0,train
V03,2025-12-16 09:10:00,16.0,1.0,71.75,147,0,train
V03,2025-12-16 09:15:00,15.746,1.0,70.25,138,0,train
V03,2025-12-16 09:20:00,14.743,1.0,64.14,113,0,train
V03,2025-12-16 09:25:00,14.0,1.0,96.62,157,0,train
V03,2025-12-16 09:30:00,13.589,1.0,95.13,166,0,train
V03,2025-12-16 09:35:00,12.586,1.0,72.38,128,0,train
V03,2025-12-16 09:40:00,12.0,1.0,48.07,47,0,train
V03,2025-12-16 09:45:00,12.0,1.0,0.0,10,0,train
V03,2025-12-16 09:50:00,44.643,1.0,0.0,15,2,train
V03,2025-12-16 09:55:00,44.0,1.0,0.0,12,0,train
V03,2025-12-16 10:00:00,43.0,1.0,0.0,14,0,train
V03,2025-12-16 10:05:00,41.846,1.0,89.54,91,0,train
V03,2025-12-16 10:10:00,41.0,1.0,53.6,88,0,train
V03,2025-12-16 10:15:00,40.2,1.0,0.0,20,0,train
V03,2025-12-16 10:20:00,39.286,1.0,14.81,21,0,train
V03,2025-12-16 10:25:00,38.034,1.0,90.64,88,0,train
V03,2025-12-16 10:30:00,37.413,1.0,100.18,155,0,train
V03,2025-12-16 10:35:00,36.618,1.0,102.58,149,0,train
V03,2025-12-16 10:40:00,36.0,1.0,100.74,150,0,train
V03,2025-12-16 10:45:00,35.379,1.0,97.58,139,0,train
V03,2025-12-16 10:50:00,34.469,1.0,89.17,156,0,train
V03,2025-12-16 10:55:00,34.0,1.0,98.98,145,0,train
V03,2025-12-16 11:00:00,33.81,1.0,83.93,142,0,train
V03,2025-12-16 11:05:00,33.0,1.0,88.03,133,0,train
V03,2025-12-16 11:10:00,33.0,1.0,83.09,90,0,train
V03,2025-12-16 11:15:00,32.657,1.0,73.95,103,0,train
V03,2025-12-16 11:20:00,32.0,1.0,74.66,121,0,train
V03,2025-12-16 11:25:00,31.453,1.0,68.94,96,0,train
V03,2025-12-16 11:30:00,31.0,1.0,42.97,78,0,train
V03,2025-12-16 11:35:00,30.004,1.0,29.82,57,0,train
V03,2025-12-16 11:45:00,0.0,0.0,0.0,1,0,train
V03,2025-12-16 12:05:00,30.0,1.0,12.38,10,0,train
V03,2025-12-16 12:10:00,30.0,1.0,22.82,41,0,train
V03,2025-12-16 12:15:00,30.0,1.0,17.48,31,0,train
V03,2025-12-16 12:20:00,0.0,0.0,0.0,1,0,train
V03,2025-12-16 12:40:00,30.0,1.0,14.16,30,0,train
V03,2025-12-16 12:45:00,29.551,1.0,18.81,49,0,train
V03,2025-12-16 12:50:00,29.0,1.0,1.1,2,0,train
V03,2025-12-16 12:55:00,29.0,1.0,2.31,7,0,train
V03,2025-12-16 13:00:00,29.0,1.0,1.9,6,0,train
V03,2025-12-16 13:05:00,28.807,1.0,29.68,69,0,train
V03,2025-12-16 13:10:00,28.0,1.0,34.92,66,0,train
V03,2025-12-16 13:15:00,27.644,1.0,49.36,90,0,train
V03,2025-12-16 13:20:00,27.098,1.0,67.72,97,0,train
V03,2025-12-16 13:25:00,27.0,1.0,79.41,125,0,train
V03,2025-12-16 13:30:00,27.0,1.0,94.89,136,0,train
V03,2025-12-16 13:35:00,26.73,1.0,93.18,144,0,train
V03,2025-12-16 13:40:00,26.0,1.0,57.68,97,0,train
V03,2025-12-16 13:45:00,26.0,1.0,31.73,69,0,train
V03,2025-12-16 13:50:00,26.0,1.0,27.89,18,0,train
V03,2025-12-16 14:00:00,0.0,0.0,0.0,1,0,train
V03,2025-12-16 14:05:00,26.0,1.0,1.63,9,0,train
V03,2025-12-16 14:10:00,25.756,1.0,21.74,41,0,train
V03,2025-12-16 14:15:00,25.0,1.0,49.45,58,0,train
V03,2025-12-16 14:20:00,25.0,1.0,13.21,15,0,train
V03,2025-12-16 14:25:00,0.0,0.0,0.0,1,0,train
V03,2025-12-16 14:35:00,25.0,1.0,8.5,3,0,train
V03,2025-12-16 14:40:00,25.0,1.0,30.77,56,0,train
V03,2025-12-16 14:45:00,25.0,1.0,12.12,21,0,train
V03,2025-12-16 15:10:00,25.0,0.95,9.42,20,0,train
V03,2025-12-16 15:15:00,24.94,1.0,20.57,50,0,train
V03,2025-12-16 15:55:00,24.116,0.977,34.73,44,0,train
V03,2025-12-16 16:00:00,24.0,1.0,46.7,67,0,train
V03,2025-12-16 16:05:00,24.286,1.0,82.48,112,0,train
V03,2025-12-16 16:10:00,23.923,1.0,94.91,137,0,train
V03,2025-12-16 16:15:00,23.0,1.0,97.15,139,0,train
V03,2025-12-16 16:20:00,22.06,1.0,99.7,148,0,train
V03,2025-12-16 16:25:00,21.156,1.0,90.98,128,0,train
V03,2025-12-16 16:30:00,20.618,1.0,90.0,129,0,train
V03,2025-12-16 16:35:00,19.66,1.0,96.49,147,0,train
V03,2025-12-16 16:40:00,19.0,1.0,78.82,76,0,train
V03,2025-12-16 16:45:00,43.238,0.988,80.04,85,2,train
V03,2025-12-16 16:50:00,42.406,1.0,98.47,143,0,train
V03,2025-12-16 16:55:00,41.273,1.0,99.09,154,0,train
