vehicle,ts,fuel,ign,speed,n_msg,label,split
V01,2025-07-31 04:30:00,0.0,0.0,0.0,1,0,train
V01,2025-07-31 04:35:00,20.947,0.0,10.42,16,0,train
V01,2025-07-31 04:40:00,20.525,0.0,27.52,40,0,train
V01,2025-07-31 04:45:00,20.0,0.0,30.43,25,0,train
V01,2025-07-31 04:50:00,20.0,0.0,19.88,34,0,train
V01,2025-07-31 07:55:00,0.0,0.0,0.0,1,0,train
V01,2025-07-31 08:30:00,20.0,0.0,26.15,30,0,train
V01,2025-07-31 08:35:00,20.0,0.0,39.64,46,0,train
V01,2025-07-31 08:40:00,19.642,0.0,67.16,33,0,train
V01,2025-07-31 08:45:00,19.174,0.0,66.07,46,0,train
V01,2025-07-31 08:50:00,19.0,0.0,16.78,24,0,train
V01,2025-07-31 08:55:00,18.0,0.0,15.67,30,0,train
V01,2025-07-31 09:00:00,18.0,0.0,39.99,48,0,train
V01,2025-07-31 09:05:00,17.458,0.0,12.17,32,0,train
V01,2025-07-31 09:10:00,17.0,0.0,36.79,23,0,train
V01,2025-07-31 09:20:00,17.0,0.0,29.0,26,0,train
V01,2025-07-31 09:25:00,17.0,0.0,2.64,7,0,train
V01,2025-07-31 09:30:00,49.0,0.0,51.21,27,2,train
V01,2025-07-31 09:35:00,48.0,0.0,72.58,29,0,train
V01,2025-07-31 09:40:00,48.0,0.0,78.43,27,0,train
V01,2025-07-31 09:45:00,47.643,0.0,94.35,28,0,train
V01,2025-07-31 09:50:00,47.292,0.0,84.86,24,0,train
V01,2025-07-31 09:55:00,47.0,0.0,82.73,16,0,train
V01,2025-07-31 10:00:00,46.0,0.0,60.84,59,0,train
V01,2025-07-31 10:05:00,46.0,0.0,58.05,68,0,train
V01,2025-07-31 10:10:00,45.64,0.0,39.4,25,0,train
V01,2025-07-31 10:15:00,45.0,0.0,30.48,45,0,train
V01,2025-07-31 13:25:00,0.0,0.0,0.0,1,0,train
V01,2025-07-31 16:25:00,45.0,0.0,25.45,32,0,train
V01,2025-07-31 16:30:00,45.0,0.0,27.12,24,0,train
V01,2025-07-31 16:35:00,45.0,0.0,35.48,36,0,train
V01,2025-07-31 16:40:00,44.9,0.0,3.08,13,0,train
V01,2025-08-01 01:45:00,0.0,0.0,0.0,1,0,train
V01,2025-08-01 04:35:00,44.958,0.0,12.14,25,0,train
V01,2025-08-01 04:40:00,44.44,0.0,35.34,25,0,train
V01,2025-08-01 04:45:00,44.0,0.0,3.36,7,0,train
V01,2025-08-01 07:00:00,44.0,0.0,10.51,11,0,train
V01,2025-08-01 07:05:00,44.269,0.0,26.97,26,0,train
V01,2025-08-01 07:10:00,44.0,0.0,31.2,30,0,train
V01,2025-08-01 07:15:00,44.0,0.0,15.36,30,0,train
V01,2025-08-01 07:20:00,44.0,0.0,2.1,1,0,train
V01,2025-08-01 09:05:00,0.0,0.0,0.0,1,0,train
V01,2025-08-01 09:10:00,44.0,0.0,17.83,26,0,train
V01,2025-08-01 09:15:00,43.862,0.0,28.73,29,0,train
V01,2025-08-01 09:20:00,43.0,0.0,25.82,14,0,train
V01,2025-08-01 09:25:00,42.097,0.0,25.89,31,0,train
V01,2025-08-01 09:35:00,42.0,0.0,27.96,19,0,train
V01,2025-08-01 09:40:00,41.894,0.0,50.97,52,0,train
V01,2025-08-01 09:45:00,41.0,0.0,67.26,29,0,train
V01,2025-08-01 09:50:00,40.438,0.0,91.08,16,0,train
V01,2025-08-01 09:55:00,39.833,0.0,69.67,30,0,train
V01,2025-08-01 10:00:00,38.95,0.0,76.74,20,0,train
V01,2025-08-01 10:05:00,38.211,0.0,73.93,19,0,train
V01,2025-08-01 10:10:00,37.853,0.0,59.21,34,0,train
V01,2025-08-01 10:15:00,36.913,0.0,93.23,23,0,train
V01,2025-08-01 10:20:00,36.786,0.0,87.11,28,0,train
V01,2025-08-01 10:25:00,36.0,0.0,87.37,27,0,train
V01,2025-08-01 10:30:00,36.0,0.0,79.85,46,0,train
V01,2025-08-01 10:35:00,35.667,0.0,85.81,18,0,train
V01,2025-08-01 10:40:00,34.9,0.0,92.46,20,0,train
V01,2025-08-01 10:45:00,33.947,0.0,98.05,19,0,train
V01,2025-08-01 10:50:00,33.345,0.0,67.69,29,0,train
V01,2025-08-01 10:55:00,33.0,0.0,2.67,6,0,train
V01,2025-08-01 11:05:00,33.0,0.0,57.71,27,0,train
V01,2025-08-01 11:10:00,32.929,0.0,93.44,28,0,train
V01,2025-08-01 11:15:00,32.0,0.0,92.96,19,0,train
V01,2025-08-01 11:20:00,31.438,0.0,90.2,16,0,train
V01,2025-08-01 11:25:00,31.0,0.0,83.02,19,0,train
V01,2025-08-01 11:30:00,31.0,0.0,55.95,20,0,train
V01,2025-08-01 11:35:00,30.778,0.0,41.93,18,0,train
V01,2025-08-01 11:40:00,30.142,0.0,64.53,26,0,train
V01,2025-08-01 11:45:00,29.727,0.0,75.68,22,0,train
V01,2025-08-01 11:50:00,29.0,0.0,45.08,40,0,train
V01,2025-08-01 11:55:00,29.0,0.0,39.65,36,0,train
V01,2025-08-01 12:00:00,28.55,0.0,34.95,20,0,train
V01,2025-08-01 12:05:00,28.0,0.0,14.86,19,0,train
V01,2025-08-01 13:50:00,0.0,0.0,0.0,1,0,train
V01,2025-08-01 13:55:00,28.333,0.0,3.14,12,0,train
V01,2025-08-01 14:00:00,29.0,0.0,15.91,15,0,train
V01,2025-08-01 14:05:00,28.0,0.0,32.16,13,0,train
V01,2025-08-01 14:10:00,28.0,0.0,28.88,25,0,train
V01,2025-08-01 14:15:00,27.809,0.0,44.32,46,0,train
V01,2025-08-01 14:20:00,27.268,0.0,55.97,56,0,train
V01,2025-08-01 14:25:00,26.368,0.0,88.19,19,0,train
V01,2025-08-01 14:30:00,26.0,0.0,69.21,21,0,train
V01,2025-08-01 14:35:00,25.778,0.0,47.79,18,0,train
V01,2025-08-01 14:40:00,25.175,0.0,80.7,20,0,train
V01,2025-08-01 14:45:00,25.056,0.0,76.73,18,0,train
V01,2025-08-01 14:50:00,24.438,0.0,91.52,16,0,train
V01,2025-08-01 14:55:00,24.0,0.0,95.12,23,0,train
V01,2025-08-01 15:00:00,24.0,0.0,38.83,11,0,train
V01,2025-08-01 15:05:00,45.0,0.0,5.14,7,2,train
V01,2025-08-01 15:10:00,45.0,0.0,3.0,2,0,train
V01,2025-08-01 15:15:00,45.0,0.0,50.16,24,0,train
V01,2025-08-01 15:20:00,44.591,0.0,92.4,22,0,train
V01,2025-08-01 15:25:00,43.636,0.0,84.0,22,0,train
V01,2025-08-01 15:30:00,43.0,0.0,81.73,33,0,train
V01,2025-08-01 15:35:00,42.0,0.0,81.92,41,0,train
V01,2025-08-01 15:40:00,41.519,0.0,85.0,27,0,train
V01,2025-08-01 15:45:00,40.769,0.0,87.17,26,0,train
V01,2025-08-01 15:50:00,39.971,0.0,76.56,34,0,train
V01,2025-08-01 15:55:00,39.0,0.0,77.94,37,0,train
V01,2025-08-01 16:00:00,39.0,0.0,89.16,21,0,train
V01,2025-08-01 16:05:00,38.0,0.0,90.48,28,0,train
V01,2025-08-01 16:10:00,37.176,0.0,54.97,17,0,train
V01,2025-08-01 16:15:00,37.0,0.0,18.43,18,0,train
V01,2025-08-01 16:20:00,36.875,0.0,26.17,8,0,train
V01,2025-08-01 16:25:00,36.0,0.0,51.55,8,0,train
V01,2025-08-01 16:30:00,35.933,0.0,48.78,15,0,train
V01,2025-08-01 16:35:00,35.691,0.0,73.57,43,0,train
V01,2025-08-01 16:40:00,35.0,0.0,74.09,20,0,train
V01,2025-08-01 16:45:00,35.0,0.0,40.08,34,0,train
V01,2025-08-01 16:50:00,35.0,0.0,19.07,23,0,train
V01,2025-08-01 16:55:00,35.0,0.0,0.0,3,0,train
V01,2025-08-01 23:05:00,0.0,0.0,0.0,1,0,train
V01,2025-08-08 05:55:00,5.0,0.0,1.03,9,2,train
V01,2025-08-08 06:00:00,5.882,0.0,34.29,34,2,train
V01,2025-08-08 06:05:00,6.0,0.0,24.91,24,2,train
V01,2025-08-08 06:10:00,41.0,0.0,23.01,16,2,train
V01,2025-08-08 06:15:00,40.054,0.0,75.97,37,0,train
V01,2025-08-08 06:20:00,40.0,0.0,33.41,63,0,train
V01,2025-08-08 06:25:00,39.043,0.0,16.85,23,0,train
V01,2025-08-08 06:30:00,39.0,0.0,2.03,6,0,train
V01,2025-08-08 06:35:00,39.0,0.0,0.0,1,0,train
V01,2025-08-08 06:45:00,38.0,0.0,26.1,29,0,train
V01,2025-08-08 06:50:00,38.0,0.0,59.22,40,0,train
V01,2025-08-08 06:55:00,37.333,0.0,16.62,18,0,train
V01,2025-08-08 07:00:00,37.0,0.0,15.1,27,0,train
V01,2025-08-08 07:10:00,36.833,0.0,18.33,19,0,train
V01,2025-08-08 07:15:00,36.0,0.0,42.6,37,0,train
V01,2025-08-08 07:20:00,36.0,0.0,17.62,33,0,train
V01,2025-08-08 07:25:00,35.683,0.0,27.18,23,0,train
V01,2025-08-08 07:30:00,35.02,0.0,65.66,49,0,train
V01,2025-08-08 07:35:00,35.0,0.0,34.49,21,0,train
V01,2025-08-08 07:40:00,35.0,0.0,16.13,23,0,train
V01,2025-08-08 07:45:00,35.0,0.0,1.9,2,0,train
V01,2025-08-08 08:00:00,35.0,0.0,1.45,2,0,train
V01,2025-08-08 08:05:00,35.0,0.0,3.2,6,0,train
V01,2025-08-08 08:10:00,35.0,0.0,0.0,2,0,train
V01,2025-08-08 09:05:00,34.591,0.0,26.71,23,0,train
V01,2025-08-08 09:10:00,34.0,0.0,19.94,15,0,train
V01,2025-08-08 09:20:00,34.0,0.0,4.72,8,0,train
V01,2025-08-08 09:40:00,34.0,0.0,23.64,33,0,train
V01,2025-08-08 09:45:00,34.0,0.0,13.76,16,0,train
V01,2025-08-08 10:00:00,34.0,0.0,0.47,3,0,train
V01,2025-08-08 10:05:00,34.0,0.0,13.67,27,0,train
V01,2025-08-08 10:10:00,34.0,0.0,9.01,8,0,train
V01,2025-08-08 10:15:00,34.0,0.0,27.79,49,0,train
V01,2025-08-08 10:20:00,33.875,0.0,38.05,32,0,train
V01,2025-08-08 10:25:00,33.0,0.0,50.32,33,0,train
V01,2025-08-08 10:30:00,33.0,0.0,19.51,18,0,train
V01,2025-08-08 10:35:00,32.221,0.0,20.55,19,0,train
V01,2025-08-08 10:40:00,31.649,0.0,42.22,37,0,train
V01,2025-08-08 10:45:00,32.0,0.0,22.39,21,0,train
V01,2025-08-08 10:50:00,32.0,0.0,8.95,15,0,train
V01,2025-08-08 10:55:00,32.0,0.0,1.55,11,0,train
V01,2025-08-08 11:00:00,32.083,0.0,1.82,6,0,train
V01,2025-08-08 11:05:00,32.0,0.0,1.4,2,0,train
V01,2025-08-08 11:10:00,32.0,0.0,2.2,4,0,train
V01,2025-08-08 11:15:00,32.0,0.0,1.03,3,0,train
V01,2025-08-08 11:20:00,32.0,0.0,18.97,9,0,train
V01,2025-08-08 11:25:00,32.0,0.0,66.81,44,0,train
V01,2025-08-08 11:30:00,30.962,0.0,90.69,26,0,train
V01,2025-08-08 11:35:00,30.0,0.0,72.99,78,0,train
V01,2025-08-08 11:40:00,29.939,0.0,75.31,66,0,train
V01,2025-08-08 11:45:00,29.053,0.0,24.87,19,0,train
V01,2025-08-08 11:50:00,29.0,0.0,22.99,27,0,train
V01,2025-08-08 11:55:00,28.806,0.0,24.65,31,0,train
V01,2025-08-08 15:05:00,0.0,0.0,0.0,1,0,train
V01,2025-08-08 15:20:00,29.0,0.0,7.4,5,0,train
V01,2025-08-08 15:30:00,29.0,0.0,7.01,13,0,train
V01,2025-08-08 15:45:00,29.0,0.0,23.73,15,0,train
V01,2025-08-08 15:50:00,28.769,0.0,15.85,13,0,train
V01,2025-08-08 15:55:00,28.0,0.0,9.47,18,0,train
V01,2025-08-08 16:00:00,28.0,0.0,16.19,20,0,train
V01,2025-08-08 16:05:00,28.0,0.0,13.82,17,0,train
V01,2025-08-08 16:10:00,27.0,0.0,15.81,18,0,train
V01,2025-08-08 16:15:00,27.0,0.0,6.48,21,0,train
V01,2025-08-08 19:25:00,0.0,0.0,0.0,1,0,train
V01,2025-08-08 20:00:00,27.0,0.0,13.01,22,0,train
V01,2025-08-08 20:05:00,27.0,0.0,4.95,22,0,train
V01,2025-08-08 20:10:00,27.0,0.0,2.05,8,0,train
V01,2025-08-08 20:15:00,27.0,0.0,24.68,21,0,train
V01,2025-08-08 20:20:00,27.0,0.0,17.09,22,0,train
V01,2025-08-08 20:25:00,27.0,0.0,2.6,5,0,train
V01,2025-08-08 20:30:00,27.0,0.0,23.02,21,0,train
V01,2025-08-08 20:35:00,26.037,0.0,63.23,54,0,train
V01,2025-08-08 20:40:00,26.0,0.0,26.26,18,0,train
V01,2025-08-08 20:45:00,51.18,0.0,51.99,25,1,train
V01,2025-08-08 20:50:00,50.784,0.0,63.89,51,0,train
V01,2025-08-08 20:55:00,50.875,0.0,67.86,32,0,train
V01,2025-08-08 21:00:00,49.857,0.0,82.69,14,0,train
V01,2025-08-08 21:05:00,49.0,0.0,94.12,24,0,train
V01,2025-08-08 21:10:00,48.905,0.0,85.04,21,0,train
V01,2025-08-08 21:15:00,48.0,0.0,67.28,24,0,train
V01,2025-08-08 21:20:00,48.008,0.0,39.86,26,0,train
V01,2025-08-08 21:25:00,48.0,0.0,5.17,10,0,train
V01,2025-08-08 21:30:00,48.0,0.0,1.05,6,0,train
V01,2025-08-08 21:35:00,49.0,0.0,0.0,1,0,train
V01,2025-08-08 21:40:00,0.0,0.0,0.0,1,0,train
V01,2025-08-11 04:30:00,43.0,0.0,0.0,3,0,train
V01,2025-08-11 04:35:00,43.0,0.0,22.09,30,0,train
V01,2025-08-11 04:40:00,42.231,0.0,35.53,26,0,train
V01,2025-08-11 04:45:00,42.0,0.0,4.88,15,0,train
V01,2025-08-11 04:50:00,42.0,0.0,5.55,14,0,train
V01,2025-08-11 08:15:00,42.0,0.0,17.05,12,0,train
V01,2025-08-11 08:20:00,42.0,0.0,46.15,31,0,train
V01,2025-08-11 08:25:00,41.444,0.0,19.83,18,0,train
V01,2025-08-11 08:30:00,41.0,0.0,5.98,18,0,train
V01,2025-08-11 08:35:00,41.0,0.0,9.52,25,0,train
V01,2025-08-11 08:40:00,40.48,0.0,14.46,15,0,train
V01,2025-08-11 08:45:00,40.0,0.0,16.99,27,0,train
V01,2025-08-11 08:50:00,40.125,0.0,11.6,24,0,train
V01,2025-08-11 09:20:00,40.25,0.0,15.47,17,0,train
V01,2025-08-11 09:25:00,40.0,0.0,14.18,27,0,train
V01,2025-08-11 09:30:00,39.948,0.0,22.28,25,0,train
V01,2025-08-11 09:35:00,39.28,0.0,33.6,30,0,train
V01,2025-08-11 09:40:00,38.966,0.0,47.23,29,0,train
V01,2025-08-11 09:45:00,38.0,0.0,46.49,44,0,train
V01,2025-08-11 09:50:00,37.864,0.0,92.22,22,0,train
V01,2025-08-11 09:55:00,36.476,0.0,103.15,21,0,train
V01,2025-08-11 10:00:00,36.0,0.0,94.43,24,0,train
V01,2025-08-11 10:05:00,36.576,0.0,115.9,33,0,train
V01,2025-08-11 10:10:00,37.0,0.0,99.88,52,0,train
V01,2025-08-11 10:15:00,37.696,0.0,120.91,23,0,train
V01,2025-08-11 10:20:00,36.421,0.0,105.02,19,0,train
V01,2025-08-11 10:25:00,35.295,0.0,100.18,21,0,train
V01,2025-08-11 10:30:00,34.172,0.0,110.3,29,0,train
V01,2025-08-11 10:35:00,32.8,0.0,106.62,25,0,train
V01,2025-08-11 10:40:00,32.545,0.0,116.31,22,0,train
V01,2025-08-11 10:45:00,33.138,0.0,93.07,29,0,train
V01,2025-08-11 10:50:00,32.609,0.0,72.95,23,0,train
V01,2025-08-11 10:55:00,31.722,0.0,46.27,18,0,train
V01,2025-08-11 11:00:00,30.353,0.0,54.01,17,0,train
V01,2025-08-11 11:05:00,29.12,0.0,52.86,25,0,train
V01,2025-08-11 11:10:00,28.525,0.0,35.94,40,0,train
V01,2025-08-11 11:15:00,28.0,0.0,36.45,41,0,train
V01,2025-08-11 11:20:00,28.0,0.0,22.61,20,0,train
V01,2025-08-11 11:25:00,28.0,0.0,13.58,16,0,train
V01,2025-08-11 11:30:00,27.6,0.0,24.1,25,0,train
V01,2025-08-11 11:35:00,27.0,0.0,52.15,56,0,train
V01,2025-08-11 11:40:00,26.449,0.0,54.45,69,0,train
V01,2025-08-11 11:45:00,26.0,0.0,87.3,19,0,train
V01,2025-08-11 11:50:00,25.55,0.0,61.59,20,0,train
V01,2025-08-11 11:55:00,25.0,0.0,79.32,20,0,train
V01,2025-08-11 12:00:00,26.0,0.0,87.18,19,0,train
V01,2025-08-11 12:05:00,25.471,0.0,100.2,17,0,train
V01,2025-08-11 12:10:00,25.88,0.0,100.07,25,0,train
V01,2025-08-11 12:15:00,24.367,0.0,111.32,30,0,train
V01,2025-08-11 12:20:00,23.35,0.0,99.96,20,0,train
V01,2025-08-11 12:25:00,23.0,0.0,91.46,42,0,train
V01,2025-08-11 12:30:00,22.023,0.0,90.29,43,0,train
V01,2025-08-11 12:35:00,22.0,0.0,72.62,22,0,train
V01,2025-08-11 12:40:00,21.25,0.0,95.14,24,0,train
V01,2025-08-11 12:45:00,20.1,0.0,89.6,30,0,train
V01,2025-08-11 12:50:00,19.971,0.0,88.63,35,0,train
V01,2025-08-11 12:55:00,19.0,0.0,66.49,17,0,train
V01,2025-08-11 13:00:00,18.158,0.0,84.21,19,0,train
V01,2025-08-11 13:05:00,16.5,0.0,88.16,22,0,train
V01,2025-08-11 13:10:00,16.0,0.0,31.52,30,0,train
V01,2025-08-11 13:15:00,16.0,0.0,53.89,25,0,train
V01,2025-08-11 13:20:00,16.0,0.0,23.14,22,0,train
V01,2025-08-11 13:25:00,16.0,0.0,18.91,25,0,train
V01,2025-08-11 13:30:00,16.0,0.0,21.33,9,0,train
V01,2025-08-11 13:35:00,51.909,0.0,20.07,23,2,train
V01,2025-08-11 13:40:00,52.0,0.0,6.01,8,2,train
V01,2025-08-11 22:45:00,0.0,0.0,0.0,1,0,train
V01,2025-08-21 06:20:00,14.0,0.0,3.0,2,0,train
V01,2025-08-21 06:25:00,14.0,0.0,21.47,16,0,train
V01,2025-08-21 06:30:00,14.0,0.0,47.86,42,0,train
V01,2025-08-21 06:35:00,14.0,0.0,5.84,16,0,train
V01,2025-08-21 06:40:00,13.0,0.0,54.69,51,0,train
V01,2025-08-21 06:45:00,13.0,0.0,26.56,17,0,train
V01,2025-08-21 06:50:00,13.0,0.0,17.29,20,0,train
V01,2025-08-21 06:55:00,13.0,0.0,12.62,21,0,train
V01,2025-08-21 07:05:00,13.0,0.0,19.75,15,0,train
V01,2025-08-21 07:10:00,12.0,0.0,8.56,23,0,train
V01,2025-08-21 07:15:00,12.0,0.0,15.48,34,0,train
V01,2025-08-21 07:20:00,12.0,0.0,0.8,4,0,train
V01,2025-08-21 07:25:00,12.0,0.0,0.0,2,0,train
V01,2025-08-21 08:00:00,0.0,0.0,0.0,1,0,train
V01,2025-08-21 08:05:00,12.0,0.0,1.57,3,0,train
V01,2025-08-21 08:10:00,12.0,0.0,2.15,8,0,train
V01,2025-08-21 08:15:00,12.0,0.0,3.88,8,0,train
V01,2025-08-21 08:20:00,12.0,0.0,3.32,9,0,train
V01,2025-08-21 08:25:00,12.0,0.0,2.75,11,0,train
V01,2025-08-21 08:30:00,12.0,0.0,2.46,7,0,train
V01,2025-08-21 08:35:00,12.0,0.0,2.86,7,0,train
V01,2025-08-21 08:50:00,12.0,0.0,10.08,18,0,train
V01,2025-08-21 08:55:00,11.0,0.0,34.2,42,0,train
V01,2025-08-21 09:00:00,10.919,0.0,60.56,37,0,train
V01,2025-08-21 09:05:00,10.228,0.0,48.98,57,0,train
V01,2025-08-21 09:10:00,10.205,0.0,37.13,44,0,train
V01,2025-08-21 09:15:00,10.0,0.0,14.24,29,0,train
V01,2025-08-21 09:20:00,10.0,0.0,2.12,14,0,train
V01,2025-08-21 09:25:00,10.0,0.0,8.89,23,0,train
V01,2025-08-21 09:30:00,8.0,0.0,34.02,33,0,train
V01,2025-08-21 09:35:00,7.5,0.0,82.65,52,0,train
V01,2025-08-21 09:40:00,7.0,0.0,52.08,59,0,train
V01,2025-08-21 09:45:00,7.0,0.0,25.0,42,0,train
V01,2025-08-21 09:50:00,6.629,0.0,19.91,35,0,train
V01,2025-08-21 09:55:00,6.6,0.0,12.68,25,0,train
V01,2025-08-21 10:00:00,51.75,0.0,11.68,5,2,train
V01,2025-08-21 10:05:00,52.0,0.0,3.32,23,2,train
V01,2025-08-21 10:10:00,51.926,0.0,48.25,65,0,train
V01,2025-08-21 10:15:00,51.656,0.0,62.08,32,0,train
V01,2025-08-21 10:20:00,51.72,0.0,24.75,25,0,train
V01,2025-08-21 10:25:00,52.0,0.0,2.15,12,0,train
V01,2025-08-21 22:35:00,0.0,0.0,0.0,1,0,train
V01,2025-08-25 06:35:00,51.667,0.0,3.47,6,0,train
V01,2025-08-25 06:40:00,51.059,0.0,45.69,66,0,train
V01,2025-08-25 06:45:00,50.806,0.0,22.86,36,0,train
V01,2025-08-25 06:50:00,50.0,0.0,83.48,56,0,train
V01,2025-08-25 06:55:00,50.0,0.0,73.47,33,0,train
V01,2025-08-25 07:00:00,49.857,0.0,78.3,63,0,train
V01,2025-08-25 07:05:00,50.0,0.0,82.39,41,0,train
V01,2025-08-25 07:10:00,49.167,0.0,96.88,24,0,train
V01,2025-08-25 07:15:00,48.632,0.0,96.74,19,0,train
V01,2025-08-25 07:20:00,47.7,0.0,89.9,20,0,train
V01,2025-08-25 07:25:00,46.375,0.0,94.78,16,0,train
V01,2025-08-25 07:30:00,45.217,0.0,98.35,23,0,train
V01,2025-08-25 07:35:00,44.783,0.0,95.28,23,0,train
V01,2025-08-25 07:40:00,43.857,0.0,96.89,21,0,train
V01,2025-08-25 07:45:00,43.077,0.0,15.81,13,0,train
V01,2025-08-25 07:50:00,44.0,0.0,2.89,10,0,train
V01,2025-08-25 07:55:00,44.0,0.0,2.63,9,0,train
V01,2025-08-25 08:00:00,44.0,0.0,1.88,8,0,train
V01,2025-08-25 08:05:00,44.0,0.0,2.1,4,0,train
V01,2025-08-25 08:10:00,44.0,0.0,1.78,9,0,train
V01,2025-08-25 08:15:00,44.636,0.0,2.03,11,0,train
V01,2025-08-25 08:20:00,45.0,0.0,2.05,10,0,train
V01,2025-08-25 08:25:00,45.0,0.0,2.59,7,0,train
V01,2025-08-25 08:30:00,45.0,0.0,2.5,10,0,train
V01,2025-08-25 08:35:00,45.0,0.0,1.77,9,0,train
V01,2025-08-25 08:40:00,45.0,0.0,2.55,8,0,train
V01,2025-08-25 08:45:00,45.0,0.0,2.18,10,0,train
V01,2025-08-25 08:50:00,45.0,0.0,1.66,5,0,train
V01,2025-08-25 08:55:00,45.0,0.0,1.76,8,0,train
V01,2025-08-25 09:00:00,45.0,0.0,6.44,9,0,train
V01,2025-08-25 09:05:00,44.531,0.0,81.98,32,0,train
V01,2025-08-25 09:10:00,43.423,0.0,103.67,30,0,train
V01,2025-08-25 09:15:00,42.174,0.0,101.51,23,0,train
V01,2025-08-25 09:20:00,41.258,0.0,100.67,31,0,train
V01,2025-08-25 09:25:00,40.276,0.0,103.64,17,0,train
V01,2025-08-25 09:30:00,39.182,0.0,96.46,22,0,train
V01,2025-08-25 09:35:00,38.259,0.0,51.16,27,0,train
V01,2025-08-25 09:40:00,37.844,0.0,53.34,32,0,train
V01,2025-08-25 09:45:00,37.0,0.0,0.0,1,0,train
V01,2025-08-25 10:15:00,37.0,0.0,5.15,4,0,train
V01,2025-08-25 10:20:00,37.0,0.0,44.57,31,0,train
V01,2025-08-25 10:25:00,36.128,0.0,38.96,39,0,train
V01,2025-08-25 10:30:00,35.762,0.0,83.89,21,0,train
V01,2025-08-25 10:35:00,35.435,0.0,100.35,23,0,train
V01,2025-08-25 10:40:00,35.0,0.0,74.34,46,0,train
V01,2025-08-25 10:45:00,35.0,0.0,15.78,16,0,train
V01,2025-08-25 11:10:00,35.0,0.0,8.66,7,0,train
V01,2025-08-25 11:15:00,34.209,0.0,54.92,43,0,train
V01,2025-08-25 11:20:00,34.0,0.0,69.99,49,0,train
V01,2025-08-25 11:25:00,33.969,0.0,64.64,42,0,train
V01,2025-08-25 11:30:00,33.641,0.0,68.33,39,0,train
V01,2025-08-25 11:35:00,32.652,0.0,32.0,23,0,train
V01,2025-08-25 11:40:00,51.607,0.0,22.98,15,2,train
V01,2025-08-25 11:45:00,51.643,0.0,14.79,14,2,train
V01,2025-08-25 11:50:00,51.811,0.0,11.11,19,2,train
V01,2025-08-25 12:15:00,52.0,0.0,2.54,5,2,train
V01,2025-08-25 21:25:00,0.0,0.0,0.0,1,0,train
V01,2025-08-29 06:25:00,21.0,0.0,18.7,30,0,train
V01,2025-08-29 06:30:00,21.596,0.0,30.79,28,0,train
V01,2025-08-29 06:35:00,22.0,0.0,13.84,19,0,train
V01,2025-08-29 06:40:00,21.0,0.0,20.8,17,0,train
V01,2025-08-29 06:45:00,21.0,0.0,20.73,27,0,train
V01,2025-08-29 06:50:00,21.0,0.0,2.66,12,0,train
V01,2025-08-29 06:55:00,21.0,0.0,2.99,12,0,train
V01,2025-08-29 07:00:00,21.0,0.0,24.33,24,0,train
V01,2025-08-29 07:05:00,20.0,0.0,20.74,9,0,train
V01,2025-08-29 07:10:00,20.0,0.0,49.73,52,0,train
V01,2025-08-29 07:15:00,19.308,0.0,32.62,13,0,train
V01,2025-08-29 07:20:00,19.0,0.0,16.41,30,0,train
V01,2025-08-29 07:25:00,19.0,0.0,0.0,5,0,train
V01,2025-08-29 07:30:00,18.0,0.0,18.25,35,0,train
V01,2025-08-29 07:35:00,18.0,0.0,16.46,19,0,train
V01,2025-08-29 07:40:00,18.0,0.0,25.0,27,0,train
V01,2025-08-29 07:45:00,17.136,0.0,19.93,22,0,train
V01,2025-08-29 07:50:00,17.0,0.0,11.71,16,0,train
V01,2025-08-29 07:55:00,17.0,0.0,14.19,16,0,train
V01,2025-08-29 08:00:00,17.0,0.0,1.78,4,0,train
V01,2025-08-29 08:10:00,17.0,0.0,9.75,11,0,train
V01,2025-08-29 08:15:00,17.208,0.0,21.5,24,0,train
V01,2025-08-29 08:20:00,17.0,0.0,54.37,27,0,train
V01,2025-08-29 08:25:00,17.0,0.0,16.41,36,0,train
V01,2025-08-29 08:30:00,16.311,0.0,23.03,44,0,train
V01,2025-08-29 08:35:00,16.55,0.0,18.1,20,0,train
V01,2025-08-29 08:40:00,16.0,0.0,23.08,33,0,train
V01,2025-08-29 08:45:00,16.0,0.0,15.31,31,0,train
V01,2025-08-29 08:50:00,16.0,0.0,28.62,19,0,train
V01,2025-08-29 08:55:00,16.0,0.0,31.49,29,0,train
V01,2025-08-29 09:00:00,16.0,0.0,16.11,18,0,train
V01,2025-08-29 10:00:00,15.889,0.0,11.33,10,0,train
V01,2025-08-29 10:05:00,15.0,0.0,7.82,14,0,train
V01,2025-08-29 10:35:00,0.0,0.0,0.0,1,0,train
V01,2025-08-29 10:40:00,15.0,0.0,15.11,29,0,train
V01,2025-08-29 10:45:00,15.0,0.0,34.74,46,0,train
V01,2025-08-29 10:50:00,41.171,0.0,7.8,8,2,train
V01,2025-08-29 10:55:00,51.712,0.0,25.87,34,2,train
V01,2025-08-29 11:00:00,52.0,0.0,4.02,5,2,train
V01,2025-08-29 11:50:00,52.0,0.0,0.2,1,0,train
V01,2025-08-29 23:55:00,0.0,0.0,0.0,1,0,train
V01,2025-09-16 06:20:00,20.0,0.0,2.13,9,0,train
V01,2025-09-16 06:25:00,20.0,0.0,4.78,14,0,train
V01,2025-09-16 06:30:00,21.0,0.0,2.11,9,0,train
